Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.68549953964167,-1.91162316796919,-1.68551882778187,-0.226104340187325,-1.91162316796919
-1.19900304580912,-1.42512667413664,-1.19901665826899,-0.226110015867644,-1.42512667413664
-0.70388143490004,-0.930005063227559,-0.703894160728591,-0.226110902498968,-0.930005063227559
