Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.68370838008718,-1.9098320084147,-1.68375987192496,-0.22607213648974,-1.9098320084147
-1.25357107918021,-1.47969470750773,-1.25358516575234,-0.226109541755396,-1.47969470750773
-0.597965771167127,-0.824089399494646,-0.597980289735673,-0.226109109758974,-0.824089399494646
