X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.2385075136979,0,-22.2385075136979,0,-22.2385075136979,0,-22.2385075136979,0,-22.2385075136979,0
-22.2275294658273,0,-22.2275294658273,0,-22.2275294658273,0,-22.2275294658273,0,-22.2275294658273,0
-21.1516807745117,0.00012374226305492,-20.9540759128415,0.000105922190058143,-20.9321198171004,0.000114434557046172,22.8812692343315,0,-21.1516807745117,0.000125771715798076
-21.1407027266412,0.000158660753143278,-20.943097864971,0.000129477321314454,-20.9211417692298,0.000139439317353062,,,-21.1407027266412,0.000161262891594188
-21.1297246787706,0.000202820788208873,-20.9321198171004,0.000157803317693617,-20.9101637213593,0.000169313636229775,,,-21.1297246787706,0.000206147179652165
-21.1187466309,0.000258491887818522,-20.9211417692298,0.000192777959911568,-20.8991856734887,0.000204325481804375,,,-21.1187466309,0.000262731321120175
-21.1077685830295,0.000328452723939054,-20.9101637213593,0.000234645444463957,-20.8882076256181,0.000245855226798527,,,-21.1077685830295,0.000333839559973395
-21.0967905351589,0.000537365695175642,-20.8991856734887,0.000283620113073147,-20.8772295777476,0.000294960260587731,,,-21.0967905351589,0.000547721667542523
-21.0858124872883,0.000681026534635274,-20.8882076256181,0.000341816136787412,-20.866251529877,0.000352838191725095,,,-21.0858124872883,0.000694174003950582
-21.0748344394178,0.000860531935194879,-20.8772295777476,0.000410751920869514,-20.8552734820064,0.000420839593966868,,,-21.0748344394178,0.000877173999703666
-21.0638563915472,0.00108412399232662,-20.866251529877,0.000492151781728943,-20.8442954341359,0.000501929271548898,,,-21.0638563915472,0.00110512722250848
-21.0528783436766,0.00136175841065442,-20.8552734820064,0.000587965565916905,-20.8333173862653,0.000595314100313343,,,-21.0528783436766,0.00138818730167216
-21.0419002958061,0.00170541651857471,-20.8442954341359,0.00070328468269697,-20.8223393383947,0.000704027877259736,,,-21.0419002958061,0.00173857432907049
-21.0309222479355,0.00212946395686107,-20.8333173862653,0.000835595256895216,-20.8113612905242,0.000830185817161824,,,-21.0309222479355,0.00217094091562529
-21.0199442000649,0.00265106082594288,-20.8223393383947,0.000989938775150492,-20.8003832426536,0.000976782178136568,,,-21.0199442000649,0.00270279079459405
-21.0089661521944,0.00329062809661073,-20.8113612905242,0.00116941928352454,-20.789405194783,0.00114598319975541,,,-21.0089661521944,0.00335495488512265
-20.9979881043238,0.00407237498698493,-20.8003832426536,0.00137904416487519,-20.7784271469125,0.00133985343580137,,,-20.9979881043238,0.00415212962733871
-20.9870100564532,0.00502489175729779,-20.789405194783,0.0016216528687431,-20.7674490990419,0.00156203717074569,,,-20.9870100564532,0.00512348214579495
-20.9760320085827,0.00618181194414163,-20.7784271469125,0.00189965639908158,-20.7564710511713,0.00181586360797937,,,-20.9760320085827,0.00630332636143517
-20.9650539607121,0.00758254741683038,-20.7674490990419,0.00221901075921208,-20.7454930033008,0.00210551130530288,,,-20.9650539607121,0.00773187352228464
-20.9540759128415,0.00927309875946768,-20.7564710511713,0.00258472489177842,-20.7345149554302,0.00243381361768134,,,-20.9540759128415,0.00945605972812394
-20.943097864971,0.0113069423328251,-20.7454930033008,0.00300386349715006,-20.7235369075596,0.0028053409180544,,,-20.943097864971,0.0115304518534071
-20.9321198171004,0.0137459939216098,-20.7345149554302,0.00347946553950216,-20.7125588596891,0.003225093515935,,,-20.9321198171004,0.0140182317963496
-20.9211417692298,0.016721971338625,-20.7235369075596,0.00401910664354309,-20.7015808118185,0.00369657294273254,,,-20.9211417692298,0.0170541886158896
-20.9101637213593,0.0202737346631902,-20.7125588596891,0.00463103408541504,-20.6906027639479,0.00422587235944683,,,-20.9101637213593,0.0206776937438839
-20.8991856734887,0.0244388944797299,-20.7015808118185,0.00531979322708806,-20.6796247160774,0.0048167124388396,,,-20.8991856734887,0.0249268400746074
-20.8882076256181,0.0293732367822665,-20.6906027639479,0.00609563903116394,-20.6686466682068,0.0054758273569196,,,-20.8882076256181,0.0299609081458524
-20.8772295777476,0.035200214594042,-20.6796247160774,0.00696397007672883,-20.6576686203362,0.00620701912527672,,,-20.8772295777476,0.0359059267754993
-20.866251529877,0.0420593843617953,-20.6686466682068,0.00793622502764165,-20.6466905724657,0.0070165020192026,,,-20.866251529877,0.0429043743352493
-20.8552734820064,0.0501078175716036,-20.6576686203362,0.00901779622873299,-20.6357125245951,0.00790985649488917,,,-20.8552734820064,0.0511166227314874
-20.8442954341359,0.0596413347617605,-20.6466905724657,0.0102191907562919,-20.6247344767245,0.00889357473552066,,,-20.8442954341359,0.0608465487160064
-20.8333173862653,0.0706504171832847,-20.6357125245951,0.0115496783600027,-20.613756428854,0.00997174761780954,,,-20.8333173862653,0.0720813265404933
-20.8223393383947,0.0834479809620938,-20.6247344767245,0.0130206693459448,-20.6027783809834,0.0111516636742971,,,-20.8223393383947,0.0851419476145041
