File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-0.93132,-7.5311,-0.93132,-6.5998,-7.5311
op_01 (3 1 1).std.csv,-0.94013,-7.5399,-0.94013,-6.5998,-7.5399
op_02 (3 1 1).std.csv,-0.86982,-7.4696,-0.86982,-6.5998,-7.4696
op_03 (3 1 1).std.csv,-0.92788,-7.5277,-0.92788,-6.5998,-7.5277
op_04 (3 1 1).std.csv,-0.88459,-7.4844,-0.88459,-6.5998,-7.4844
op_05 (3 1 1).std.csv,-0.80477,-7.4046,-0.80477,-6.5998,-7.4046
op_06 (3 1 1).std.csv,-0.72727,-7.3271,-0.72727,-6.5998,-7.3271
op_07 (3 1 1).std.csv,-0.8422,-7.442,-0.8422,-6.5998,-7.442
op_08 (3 1 1).std.csv,-0.80297,-7.4028,-0.80297,-6.5998,-7.4028
op_09 (3 1 1).std.csv,-0.96478,-7.5646,-0.96478,-6.5998,-7.5646
op_10 (3 1 1).std.csv,-0.80803,-7.4078,-0.80803,-6.5998,-7.4078
op_11 (3 1 1).std.csv,-0.8585,-7.4583,-0.8585,-6.5998,-7.4583
op_12 (3 1 1).std.csv,-0.79987,-7.3997,-0.79987,-6.5998,-7.3997
op_13 (3 1 1).std.csv,-0.95125,-7.5511,-0.95126,-6.5998,-7.5511
op_14 (3 1 1).std.csv,-0.89166,-7.4915,-0.89166,-6.5998,-7.4915
op_15 (3 1 1).std.csv,-0.88796,-7.4878,-0.88796,-6.5998,-7.4878
op_16 (3 1 1).std.csv,-0.88363,-7.4834,-0.88363,-6.5998,-7.4834
op_17 (3 1 1).std.csv,-0.94048,-7.5403,-0.94048,-6.5998,-7.5403
op_18 (3 1 1).std.csv,-0.76619,-7.366,-0.76619,-6.5998,-7.366
op_19 (3 1 1).std.csv,-0.91354,-7.5134,-0.91354,-6.5998,-7.5134
op_20 (3 1 1).std.csv,-0.85941,-7.4592,-0.85941,-6.5998,-7.4592
op_21 (3 1 1).std.csv,-0.81858,-7.4184,-0.81859,-6.5998,-7.4184
op_23 (3 1 1).std.csv,-0.91785,-7.5177,-0.91785,-6.5998,-7.5177
op_24 (3 1 1).std.csv,-0.95225,-7.5521,-0.95225,-6.5998,-7.5521
op_26 (3 1 1).std.csv,-0.92559,-7.5254,-0.92559,-6.5998,-7.5254
op_28 (3 1 1).std.csv,-0.92499,-7.5248,-0.92499,-6.5998,-7.5248
op_29 (3 1 1).std.csv,-0.92341,-7.5232,-0.92341,-6.5998,-7.5232
op_30 (3 1 1).std.csv,-0.91403,-7.5138,-0.91403,-6.5998,-7.5138
op_31 (3 1 1).std.csv,-0.93591,-7.5357,-0.93834,-6.5974,-7.5357
op_32 (3 1 1).std.csv,-0.98511,-7.5849,-0.98511,-6.5998,-7.5849
op_33 (3 1 1).std.csv,-0.68938,-7.2892,-0.68938,-6.5998,-7.2892
op_34 (3 1 1).std.csv,-0.91843,-7.5182,-0.91843,-6.5998,-7.5182
op_35 (3 1 1).std.csv,-0.90648,-7.5063,-0.90649,-6.5998,-7.5063
op_36 (3 1 1).std.csv,-0.83974,-7.4396,-0.83974,-6.5998,-7.4396
op_37 (3 1 1).std.csv,-0.94916,-7.549,-0.94916,-6.5998,-7.549
op_38 (3 1 1).std.csv,-0.82644,-7.4263,-0.82645,-6.5998,-7.4263
op_39 (3 1 1).std.csv,-0.84132,-7.4411,-0.84132,-6.5998,-7.4411
op_40 (3 1 1).std.csv,-0.90572,-7.5055,-0.90572,-6.5998,-7.5055
op_41 (3 1 1).std.csv,-0.93593,-7.5358,-0.93593,-6.5998,-7.5358
op_42 (3 1 1).std.csv,-0.80114,-7.401,-0.80114,-6.5998,-7.401
op_43 (3 1 1).std.csv,-0.96148,-7.5613,-0.96148,-6.5998,-7.5613
op_44 (3 1 1).std.csv,-0.91691,-7.5167,-0.91691,-6.5998,-7.5167
op_45 (3 1 1).std.csv,-0.8744,-7.4742,-0.87441,-6.5998,-7.4742
op_46 (3 1 1).std.csv,-0.89306,-7.4929,-0.89306,-6.5998,-7.4929
op_50 (3 1 1).std.csv,-0.93232,-7.5321,-0.93232,-6.5998,-7.5321
op_52 (3 1 1).std.csv,-0.9457,-7.5455,-0.9457,-6.5998,-7.5455
op_54 (3 1 1).std.csv,-0.97725,-7.5771,-0.97725,-6.5998,-7.5771
