File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-1.0202,-7.62,-1.0202,-6.5998,-7.62
op_01 (3 1 1).std.csv,-0.95673,-7.5565,-0.95673,-6.5998,-7.5565
op_02 (3 1 1).std.csv,-0.91969,-7.5195,-0.91969,-6.5998,-7.5195
op_03 (3 1 1).std.csv,-0.90343,-7.5032,-0.90343,-6.5998,-7.5032
op_04 (3 1 1).std.csv,-0.92072,-7.5205,-0.92072,-6.5998,-7.5205
op_05 (3 1 1).std.csv,-0.90191,-7.5017,-0.90191,-6.5998,-7.5017
op_06 (3 1 1).std.csv,-0.81739,-7.4172,-0.81739,-6.5998,-7.4172
op_07 (3 1 1).std.csv,-0.8718,-7.4716,-0.87181,-6.5998,-7.4716
op_08 (3 1 1).std.csv,-0.97737,-7.5772,-0.97737,-6.5998,-7.5772
op_09 (3 1 1).std.csv,-0.91476,-7.5146,-0.91476,-6.5998,-7.5146
op_10 (3 1 1).std.csv,-0.90754,-7.5074,-0.90754,-6.5998,-7.5074
op_11 (3 1 1).std.csv,-0.73944,-7.3393,-0.73944,-6.5998,-7.3393
op_12 (3 1 1).std.csv,-0.94877,-7.5486,-0.94878,-6.5998,-7.5486
op_13 (3 1 1).std.csv,-0.83461,-7.4344,-0.83461,-6.5998,-7.4344
op_14 (3 1 1).std.csv,-0.93668,-7.5365,-0.93668,-6.5998,-7.5365
op_15 (3 1 1).std.csv,-0.87415,-7.474,-0.87415,-6.5998,-7.474
op_16 (3 1 1).std.csv,-0.90524,-7.5051,-0.90524,-6.5998,-7.5051
op_17 (3 1 1).std.csv,-0.85446,-7.4543,-0.85446,-6.5998,-7.4543
op_18 (3 1 1).std.csv,-0.96843,-7.5682,-0.96843,-6.5998,-7.5682
op_19 (3 1 1).std.csv,-0.91827,-7.5181,-0.91827,-6.5998,-7.5181
op_20 (3 1 1).std.csv,-0.8518,-7.4516,-0.8518,-6.5998,-7.4516
op_21 (3 1 1).std.csv,-0.94212,-7.5419,-0.94212,-6.5998,-7.5419
op_22 (3 1 1).std.csv,-0.86177,-7.4616,-0.86177,-6.5998,-7.4616
op_23 (3 1 1).std.csv,-0.8914,-7.4912,-0.8914,-6.5998,-7.4912
op_24 (3 1 1).std.csv,-0.91234,-7.5122,-0.91234,-6.5998,-7.5122
op_25 (3 1 1).std.csv,-0.93976,-7.5396,-0.93977,-6.5998,-7.5396
op_26 (3 1 1).std.csv,-0.8439,-7.4437,-0.8439,-6.5998,-7.4437
op_27 (3 1 1).std.csv,-0.92628,-7.5261,-0.92628,-6.5998,-7.5261
op_28 (3 1 1).std.csv,-0.91495,-7.5148,-0.91495,-6.5998,-7.5148
op_29 (3 1 1).std.csv,-0.94818,-7.548,-0.94819,-6.5998,-7.548
op_30 (3 1 1).std.csv,-0.92887,-7.5287,-0.92888,-6.5998,-7.5287
op_31 (3 1 1).std.csv,-0.87141,-7.4712,-0.87141,-6.5998,-7.4712
op_32 (3 1 1).std.csv,-0.84341,-7.4432,-0.84341,-6.5998,-7.4432
op_33 (3 1 1).std.csv,-0.97005,-7.5699,-0.97005,-6.5998,-7.5699
op_34 (3 1 1).std.csv,-0.89954,-7.4994,-0.89955,-6.5998,-7.4994
op_35 (3 1 1).std.csv,-0.8363,-7.4361,-0.8363,-6.5998,-7.4361
