X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.1850651729869,0,-22.1850651729869,0,-22.1850651729869,0,-22.1850651729869,0,-22.1850651729869,0
-22.1740851767906,0,-22.1740851767906,0,-22.1740851767906,0,-22.1740851767906,0,-22.1740851767906,0
-21.0980455495515,0.000124287360520561,-20.8455056370362,0.00011565375699207,-20.8455056370362,0.000107971912672347,22.8329192319153,0,-21.0980455495515,0.00012553286796022
-21.0870655533552,0.000159373732158183,-20.8345256408399,0.000139633759299059,-20.8345256408399,0.000129968842650838,,,-21.0870655533552,0.000160970846846739
-21.0760855571589,0.000203749970147407,-20.8235456446435,0.000168124259741636,-20.8235456446435,0.000156006966224948,,,-21.0760855571589,0.000205791787614493
-21.0651055609625,0.00025969847396436,-20.8125656484472,0.000205186277506742,-20.8125656484472,0.00018782942596941,,,-21.0651055609625,0.000262300962101818
-21.0541255647662,0.000330013931913771,-20.8015856522509,0.000245986860082469,-20.8015856522509,0.000224293362640174,,,-21.0541255647662,0.000333321064720101
-21.0431455685699,0.000418105792482008,-20.7906056560546,0.000297359113372916,-20.7906056560546,0.000268481811050177,,,-21.0431455685699,0.000422295710691872
-21.0321655723736,0.000528118191253622,-20.7796256598583,0.000354900398856787,-20.7796256598583,0.000318966219739381,,,-21.0321655723736,0.000533410564777935
-21.0211855761773,0.000665069609407603,-20.768645663662,0.000422489929141033,-20.768645663662,0.00037791361595524,,,-21.0211855761773,0.00067173439931817
-21.010205579981,0.000835014682324137,-20.7576656674656,0.000501669104678049,-20.7576656674656,0.000446542828533639,,,-21.010205579981,0.000843382524353314
-20.9992255837846,0.001045230691807,-20.7466856712693,0.000594177361511694,-20.7466856712693,0.000526212665223697,,,-20.9992255837846,0.00105570514872163
-20.9882455875883,0.00130443135208235,-20.735705675073,0.000703587184773639,-20.735705675073,0.000619021048728683,,,-20.9882455875883,0.00131750330844813
-20.977265591392,0.00174425295779939,-20.7247256788767,0.00083121572753476,-20.7247256788767,0.000726294750347153,,,-20.977265591392,0.00176311680782019
-20.9662855951957,0.00216878768668218,-20.7137456826804,0.000977533778140304,-20.7137456826804,0.000849191718883776,,,-20.9662855951957,0.00219229668508552
