Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.67199672047094,-1.89812034879846,-1.6720162049475,-0.226104143850955,-1.89812034879846
-1.25820160399791,-1.48432523232543,-1.258229490517,-0.22609574180843,-1.48432523232543
-0.717348487077277,-0.943472115404796,-0.717381418001263,-0.226090697403534,-0.943472115404796
-0.257979548139112,-0.484103176466631,-0.258017934210958,-0.226085242255673,-0.484103176466631
