X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.2021697043821,0,-22.2021697043821,0,-22.2021697043821,0,-22.2021697043821,0,-22.2021697043821,0
-22.1911892897852,0,-22.1911892897852,0,-22.1911892897852,0,-22.1911892897852,0,-22.1911892897852,0
-21.1151086592954,0.000124308159004207,-20.873539538165,0.000109732163755504,-20.873539538165,0.000103666720145464,22.7736084842543,0,-21.1151086592954,0.000125522745711321
-21.1041282446985,0.000159403422849442,-20.8625591235682,0.000133547663813853,-20.8625591235682,0.000125530970602726,,,-21.1041282446985,0.000160960917385701
-21.0931478301017,0.000203791743115417,-20.8515787089713,0.000162099352224368,-20.8515787089713,0.00015158901392617,,,-21.0931478301017,0.000205782945818364
-21.0821674155049,0.000259756520739235,-20.8405982943745,0.000196232764801087,-20.8405982943745,0.000182554590239945,,,-21.0821674155049,0.000262294542536866
-21.071187000908,0.000330093723319574,-20.8296178797777,0.000236924317727477,-20.8296178797777,0.000219244591930269,,,-21.071187000908,0.000333318993902433
-21.0602065863112,0.000418214424055336,-20.8186374651808,0.000285297668062713,-20.8186374651808,0.000262590538512168,,,-21.0602065863112,0.000422300701933233
-21.0492261717144,0.0005282648102785,-20.807657050584,0.000346310733672233,-20.807657050584,0.000315155157155637,,,-21.0492261717144,0.000533426365413257
-21.0382457571175,0.000665265939923053,-20.7966766359872,0.000416669980189553,-20.7966766359872,0.000376440227783243,,,-21.0382457571175,0.000671766101889887
-21.0272653425207,0.000835275667034707,-20.7856962213903,0.000498320415706011,-20.7856962213903,0.000447463077727228,,,-21.0272653425207,0.000843436955320875
-21.0162849279239,0.00104557527264268,-20.7747158067935,0.000594449564307416,-20.7747158067935,0.000530472144948799,,,-21.0162849279239,0.00105579135047387
-21.005304513327,0.00142506188770194,-20.7637353921967,0.000708986268708149,-20.7637353921967,0.000627897825836213,,,-21.005304513327,0.00144123894152609
-20.9943240987302,0.00177770785812225,-20.7527549775998,0.000841623943910528,-20.7527549775998,0.000740520163754116,,,-20.9943240987302,0.00179796664082039
-20.9833436841334,0.00221110432603259,-20.741774563003,0.000996566514336796,-20.741774563003,0.000871054639617688,,,-20.9833436841334,0.002236402269967
-20.9723632695365,0.00274208578600476,-20.7307941484062,0.00117708241153315,-20.7307941484062,0.00102192554470808,,,-20.9723632695365,0.00277358619643661
-20.9613828549397,0.00339060035184199,-20.7198137338093,0.00138683331497831,-20.7198137338093,0.00119581307156232,,,-20.9613828549397,0.00342971211972132
-20.9504024403429,0.00418019696509989,-20.7088333192125,0.00163387875826357,-20.7088333192125,0.00139701142414301,,,-20.9504024403429,0.00422862089878839
-20.939422025746,0.00519911451910342,-20.6978529046157,0.00191594586913259,-20.6978529046157,0.00162645331900178,,,-20.939422025746,0.00526010479437986
-20.9284416111492,0.00643657244119437,-20.6868724900188,0.00224122483904145,-20.6868724900188,0.00188874157389126,,,-20.9284416111492,0.00651282283949669
-20.9174611965523,0.00787403235580015,-20.675892075422,0.00261536034165642,-20.675892075422,0.00218775308797117,,,-20.9174611965523,0.00796777385776612
-20.9064807819555,0.00960478099704121,-20.6649116608251,0.00304663458748,-20.6649116608251,0.00252851418909087,,,-20.9064807819555,0.0097197051746747
-20.8955003673587,0.0116822678500123,-20.6539312462283,0.00353834696141312,-20.6539312462283,0.00291416215612278,,,-20.8955003673587,0.0118227698081077
-20.8845199527618,0.0142271324583719,-20.6429508316315,0.00409961355826199,-20.6429508316315,0.00335023900362323,,,-20.8845199527618,0.0144007192679689
-20.873539538165,0.0172684508011171,-20.6319704170346,0.00474094831150152,-20.6319704170346,0.00384283880750881,,,-20.873539538165,0.0174818496850181
-20.8625591235682,0.0208333890546036,-20.6209900024378,0.00546729962714414,-20.6209900024378,0.00439614097297199,,,-20.8625591235682,0.0210924676890202
-20.8515787089713,0.0250631219878248,-20.610009587841,0.00629276128827967,-20.610009587841,0.00501767163557913,,,-20.8515787089713,0.0253768103539753
-20.8405982943745,0.0300664144692637,-20.5990291732441,0.00722563992422619,-20.5990291732441,0.00571300785980916,,,-20.8405982943745,0.0304452018243047
-20.8296178797777,0.0359668116198231,-20.5880487586473,0.0082753372979441,-20.5880487586473,0.00648819390285736,,,-20.8296178797777,0.0364229805294808
-20.8186374651808,0.0429040942412486,-20.5770683440505,0.00945825212932465,-20.5770683440505,0.00735190292542597,,,-20.8186374651808,0.0434519824478235
-20.807657050584,0.0511527769053507,-20.5660879294536,0.0107855984774569,-20.5660879294536,0.00831060294652536,,,-20.807657050584,0.0518142427961786
-20.7966766359872,0.06074736241533,-20.5551075148568,0.0122690464607698,-20.5551075148568,0.00937122874310901,,,-20.7966766359872,0.0615404726233027
-20.7856962213903,0.0718773960974418,-20.54412710026,0.0139252551048019,-20.54412710026,0.0105424181987286,,,-20.7856962213903,0.072823179590875
-20.7747158067935,0.0848114823553617,-20.5331466856631,0.0157721626106736,-20.5331466856631,0.0118332899026793,,,-20.7747158067935,0.0859364040646179
-20.7637353921967,0.0998558243370247,-20.5221662710663,0.0178223174121446,-20.5221662710663,0.013250638972587,,,-20.7637353921967,0.101192708431569
-20.7527549775998,0.117183232938175,-20.5111858564694,0.0200973661384491,-20.5111858564694,0.0148044845115168,,,-20.7527549775998,0.11876537704584
-20.741774563003,0.137141394641097,-20.5002054418726,0.0226135355757325,-20.5002054418726,0.0165034227150228,,,-20.741774563003,0.139009015795052
-20.7307941484062,0.160061506456813,-20.4892250272758,0.0253875378059768,-20.4892250272758,0.0183548165223042,,,-20.7307941484062,0.162260514413055
-20.7198137338093,0.186305151157198,-20.4782446126789,0.028440929434392,-20.4782446126789,0.0203683636216802,,,-20.7198137338093,0.188887797543739
-20.7088333192125,0.216382089983477,-20.4672641980821,0.0317966261515875,-20.4672641980821,0.0225536017316786,,,-20.7088333192125,0.219412980165883
-20.6978529046157,0.250517113859079,-20.4562837834853,0.0354710858534352,-20.4562837834853,0.0249178680211452,,,-20.6978529046157,0.254059513047214
-20.6868724900188,0.28926084932145,-20.4453033688884,0.0394877780324415,-20.4453033688884,0.0274702699993393,,,-20.6868724900188,0.293390815734383
-20.675892075422,0.333106614354169,-20.4343229542916,0.0438712114653566,-20.4343229542916,0.0302200544538984,,,-20.675892075422,0.337909727783797
-20.6649116608251,0.382639352837319,-20.4233425396948,0.0486390680747885,-20.4233425396948,0.0331735196164294,,,-20.6649116608251,0.38821450161389
-20.6539312462283,0.438318678889895,-20.4123621250979,0.0538183748209527,-20.4123621250979,0.0363400127476761,,,-20.6539312462283,0.44477118800743
-20.6429508316315,0.500782416647458,-20.4013817105011,0.0594273500855561,-20.4013817105011,0.0397250156195541,,,-20.6429508316315,0.508232269209343
-20.6319704170346,0.570711787809339,-20.3904012959043,0.0654954469139881,-20.3904012959043,0.0433382199039136,,,-20.6319704170346,0.579295574928349
-20.6209900024378,0.648659883457762,-20.3794208813074,0.072039190211883,-20.3794208813074,0.0471828257330425,,,-20.6209900024378,0.658523324057878
-20.610009587841,0.735409105504948,-20.3684404667106,0.0790825234408051,-20.3684404667106,0.0512654865457716,,,-20.610009587841,0.746719538428807
-20.5990291732441,0.831622369904285,-20.3574600521138,0.0866453562085283,-20.3574600521138,0.0555898108735378,,,-20.5990291732441,0.84456101768832
-20.5880487586473,0.937969678407297,-20.3464796375169,0.0947507730499136,-20.3464796375169,0.0601607250866124,,,-20.5880487586473,0.952733209608099
-20.5770683440505,1.05529607872808,-20.3354992229201,0.1034242388559,-20.3354992229201,0.0649839599489269,,,-20.5770683440505,1.07210623378283
-20.5660879294536,1.18431484601923,-20.3245188083233,0.112677232166482,-20.3245188083233,0.0700576070881908,,,-20.5660879294536,1.20341104744321
-20.5551075148568,1.32573380976503,-20.3135383937264,0.122534468497705,-20.3135383937264,0.075386497297993,,,-20.5551075148568,1.34737408496891
-20.54412710026,1.48036249037075,-20.3025579791296,0.133012435107779,-20.3025579791296,0.0809700237052424,,,-20.54412710026,1.50483016367428
-20.5331466856631,1.64901893684611,-20.2915775645328,0.144127360521954,-20.2915775645328,0.0868086260157404,,,-20.5331466856631,1.67662438935946
-20.5221662710663,1.83235311371357,-20.2805971499359,0.155892783727525,-20.2805971499359,0.0928990997846517,,,-20.5221662710663,1.8634260700983
-20.5111858564694,2.0312002183712,-20.2696167353391,0.168328466652091,-20.2696167353391,0.0992432634833857,,,-20.5111858564694,2.06610206902117
-20.5002054418726,2.24622569074462,-20.2586363207422,0.181440945389888,-20.2586363207422,0.105834951266239,,,-20.5002054418726,2.28534264903538
-20.4892250272758,2.47805201627927,-20.2476559061454,0.195240673977067,-20.2476559061454,0.112669499594208,,,-20.4892250272758,2.52179437060755
-20.4782446126789,2.72736111073533,-20.2366754915486,0.209742297937519,-20.2366754915486,0.11974616848481,,,-20.4782446126789,2.7761704037914
-20.4672641980821,2.99480099665464,-20.2256950769517,0.224947546152941,-20.2256950769517,0.12705588712636,,,-20.4672641980821,3.04915122453791
-20.4562837834853,3.28080804463061,-20.2147146623549,0.240863214068317,-20.2147146623549,0.134593659859402,,,-20.4562837834853,3.34119699850519
-20.4453033688884,3.58590176292871,-20.2037342477581,0.25749055918426,-20.2037342477581,0.142350315254981,,,-20.4453033688884,3.65285981096049
-20.4343229542916,3.91054522330443,-20.1927538331612,0.27486188789136,-20.1927538331612,0.150352896821673,,,-20.4343229542916,3.98463648922369
-20.4233425396948,4.25497004976967,-20.1817734185644,0.29297683626968,-20.1817734185644,0.158593113362296,,,-20.4233425396948,4.33678263746089
-20.4123621250979,4.61952748845264,-20.1707930039676,0.311801635171228,-20.1707930039676,0.167027488546964,,,-20.4123621250979,4.70968587602126
-20.4013817105011,5.00428075015452,-20.1598125893707,0.331335111790826,-20.1598125893707,0.1756493136988,,,-20.4013817105011,5.10343311585962
-20.3904012959043,5.40945987783009,-20.1488321747739,0.351566795800048,-20.1488321747739,0.184446630697781,,,-20.3904012959043,5.518293544648
-20.3794208813074,5.83489937882902,-20.1378517601771,0.372492828771827,-20.1378517601771,0.193411699996752,,,-20.3794208813074,5.95412139477394
-20.3684404667106,6.28052364819877,-20.1268713455802,0.394100955487256,-20.1268713455802,0.20253472332933,,,-20.3684404667106,6.41087165818535
-20.3574600521138,6.74605399972591,-20.1158909309834,0.416380293677654,-20.1158909309834,0.211805962419247,,,-20.3574600521138,6.88828916680798
