File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_032 (3 1 1).std.csv,-0.95342,-7.5532,-0.95342,-6.5998,-7.5532
op_033 (3 1 1).std.csv,-0.89064,-7.4905,-0.89065,-6.5998,-7.4905
op_034 (3 1 1).std.csv,-0.94242,-7.5422,-0.94243,-6.5998,-7.5422
op_035 (3 1 1).std.csv,-0.89345,-7.4933,-0.89345,-6.5998,-7.4933
op_036 (3 1 1).std.csv,-0.93307,-7.5329,-0.93307,-6.5998,-7.5329
op_037 (3 1 1).std.csv,-0.93252,-7.5323,-0.93253,-6.5998,-7.5323
op_038 (3 1 1).std.csv,-0.83196,-7.4318,-0.83196,-6.5998,-7.4318
op_039 (3 1 1).std.csv,-0.81748,-7.4173,-0.81748,-6.5998,-7.4173
op_040 (3 1 1).std.csv,-0.90707,-7.5069,-0.90708,-6.5998,-7.5069
op_041 (3 1 1).std.csv,-0.79825,-7.3981,-0.79826,-6.5998,-7.3981
op_042 (3 1 1).std.csv,-0.90883,-7.5086,-0.90883,-6.5998,-7.5086
op_043 (3 1 1).std.csv,-0.80806,-7.4079,-0.80807,-6.5998,-7.4079
op_044 (3 1 1).std.csv,-0.91385,-7.5137,-0.91385,-6.5998,-7.5137
op_045 (3 1 1).std.csv,-0.90377,-7.5036,-0.90377,-6.5998,-7.5036
op_046 (3 1 1).std.csv,-0.94129,-7.5411,-0.9413,-6.5998,-7.5411
op_047 (3 1 1).std.csv,-0.94175,-7.5416,-0.94175,-6.5998,-7.5416
op_048 (3 1 1).std.csv,-0.92194,-7.5218,-0.92194,-6.5998,-7.5218
op_049 (3 1 1).std.csv,-0.95268,-7.5525,-0.95269,-6.5998,-7.5525
op_050 (3 1 1).std.csv,-0.93216,-7.532,-0.93216,-6.5998,-7.532
op_051 (3 1 1).std.csv,-0.94033,-7.5402,-0.94033,-6.5998,-7.5402
op_052 (3 1 1).std.csv,-0.9086,-7.5084,-0.9086,-6.5998,-7.5084
op_053 (3 1 1).std.csv,-0.90104,-7.5009,-0.90104,-6.5998,-7.5009
op_054 (3 1 1).std.csv,-0.89219,-7.492,-0.89219,-6.5998,-7.492
op_055 (3 1 1).std.csv,-0.93939,-7.5392,-0.93939,-6.5998,-7.5392
op_056 (3 1 1).std.csv,-0.87968,-7.4795,-0.87968,-6.5998,-7.4795
op_057 (3 1 1).std.csv,-0.88735,-7.4872,-0.88736,-6.5998,-7.4872
op_058 (3 1 1).std.csv,-0.90437,-7.5042,-0.90437,-6.5998,-7.5042
op_059 (3 1 1).std.csv,-0.9227,-7.5225,-0.92271,-6.5998,-7.5225
op_060 (3 1 1).std.csv,-0.90273,-7.5025,-0.90273,-6.5998,-7.5025
op_061 (3 1 1).std.csv,-0.91015,-7.51,-0.91015,-6.5998,-7.51
op_062 (3 1 1).std.csv,-0.89511,-7.4949,-0.89511,-6.5998,-7.4949
op_063 (3 1 1).std.csv,-0.94621,-7.546,-0.94623,-6.5998,-7.546
op_064 (3 1 1).std.csv,-0.95111,-7.5509,-0.95111,-6.5998,-7.5509
op_065 (3 1 1).std.csv,-0.8192,-7.419,-0.8192,-6.5998,-7.419
op_066 (3 1 1).std.csv,-0.7902,-7.39,-0.7902,-6.5998,-7.39
op_067 (3 1 1).std.csv,-0.93379,-7.5336,-0.93379,-6.5998,-7.5336
op_068 (3 1 1).std.csv,-0.93783,-7.5376,-0.93783,-6.5998,-7.5376
op_069 (3 1 1).std.csv,-0.90168,-7.5015,-0.90168,-6.5998,-7.5015
op_070 (3 1 1).std.csv,-0.82462,-7.4244,-0.82462,-6.5998,-7.4244
op_071 (3 1 1).std.csv,-0.91887,-7.5187,-0.91888,-6.5998,-7.5187
op_072 (3 1 1).std.csv,-0.89109,-7.4909,-0.89109,-6.5998,-7.4909
op_073 (3 1 1).std.csv,-0.91394,-7.5138,-0.91394,-6.5998,-7.5138
op_074 (3 1 1).std.csv,-0.71109,-7.3109,-0.7111,-6.5998,-7.3109
op_075 (3 1 1).std.csv,-0.92297,-7.5228,-0.92298,-6.5998,-7.5228
op_076 (3 1 1).std.csv,-0.80221,-7.402,-0.80221,-6.5998,-7.402
op_077 (3 1 1).std.csv,-0.85198,-7.4518,-0.85198,-6.5998,-7.4518
op_078 (3 1 1).std.csv,-0.95507,-7.5549,-0.95507,-6.5998,-7.5549
op_079 (3 1 1).std.csv,-0.82251,-7.4223,-0.82251,-6.5998,-7.4223
op_080 (3 1 1).std.csv,-0.91754,-7.5174,-0.91754,-6.5998,-7.5174
op_081 (3 1 1).std.csv,-0.90981,-7.5096,-0.90981,-6.5998,-7.5096
op_082 (3 1 1).std.csv,-0.93543,-7.5352,-0.93543,-6.5998,-7.5352
op_083 (3 1 1).std.csv,-0.91872,-7.5185,-0.91873,-6.5998,-7.5185
op_084 (3 1 1).std.csv,-0.9055,-7.5053,-0.90551,-6.5998,-7.5053
op_085 (3 1 1).std.csv,-0.94032,-7.5401,-0.94032,-6.5998,-7.5401
op_086 (3 1 1).std.csv,-0.92741,-7.5272,-0.92741,-6.5998,-7.5272
op_087 (3 1 1).std.csv,-0.90846,-7.5083,-0.90846,-6.5998,-7.5083
op_088 (3 1 1).std.csv,-0.90865,-7.5085,-0.90866,-6.5998,-7.5085
op_089 (3 1 1).std.csv,-0.71601,-7.3158,-0.71601,-6.5998,-7.3158
op_090 (3 1 1).std.csv,-0.7085,-7.3083,-0.7085,-6.5998,-7.3083
op_091 (3 1 1).std.csv,-0.90105,-7.5009,-0.90106,-6.5998,-7.5009
op_092 (3 1 1).std.csv,-0.84311,-7.4429,-0.84312,-6.5998,-7.4429
op_093 (3 1 1).std.csv,-0.97947,-7.5793,-0.97947,-6.5998,-7.5793
op_094 (3 1 1).std.csv,-0.83822,-7.438,-0.83822,-6.5998,-7.438
op_095 (3 1 1).std.csv,-0.93394,-7.5338,-0.93395,-6.5998,-7.5338
op_096 (3 1 1).std.csv,-0.82158,-7.4214,-0.82158,-6.5998,-7.4214
op_097 (3 1 1).std.csv,-0.93074,-7.5306,-0.93075,-6.5998,-7.5306
op_098 (3 1 1).std.csv,-0.93686,-7.5367,-0.93687,-6.5998,-7.5367
op_099 (3 1 1).std.csv,-0.90927,-7.5091,-0.90928,-6.5998,-7.5091
op_100 (3 1 1).std.csv,-0.86747,-7.4673,-0.86748,-6.5998,-7.4673
op_101 (3 1 1).std.csv,-0.92375,-7.5236,-0.92375,-6.5998,-7.5236
op_102 (3 1 1).std.csv,-0.88064,-7.4805,-0.88064,-6.5998,-7.4805
op_103 (3 1 1).std.csv,-0.91235,-7.5122,-0.91236,-6.5998,-7.5122
op_104 (3 1 1).std.csv,-0.87024,-7.4701,-0.87024,-6.5998,-7.4701
op_105 (3 1 1).std.csv,-0.89064,-7.4905,-0.89064,-6.5998,-7.4905
op_106 (3 1 1).std.csv,-0.87183,-7.4716,-0.87183,-6.5998,-7.4716
op_107 (3 1 1).std.csv,-0.85103,-7.4508,-0.85103,-6.5998,-7.4508
op_108 (3 1 1).std.csv,-0.96063,-7.5604,-0.96063,-6.5998,-7.5604
