File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-0.90477,-7.5046,-0.90477,-6.5998,-7.5046
op_001 (3 1 1).std.csv,-0.87011,-7.4699,-0.87011,-6.5998,-7.4699
op_002 (3 1 1).std.csv,-1.0462,-7.646,-1.0465,-6.5996,-7.646
op_003 (3 1 1).std.csv,-0.84569,-7.4455,-0.84569,-6.5998,-7.4455
op_004 (3 1 1).std.csv,-0.91831,-7.5181,-0.91832,-6.5998,-7.5181
op_005 (3 1 1).std.csv,-0.9229,-7.5227,-0.92291,-6.5998,-7.5227
op_006 (3 1 1).std.csv,-0.94265,-7.5425,-0.94265,-6.5998,-7.5425
op_007 (3 1 1).std.csv,-0.86875,-7.4686,-0.86875,-6.5998,-7.4686
op_008 (3 1 1).std.csv,-0.93078,-7.5306,-0.93079,-6.5998,-7.5306
op_009 (3 1 1).std.csv,-0.92878,-7.5286,-0.92879,-6.5998,-7.5286
op_010 (3 1 1).std.csv,-0.93334,-7.5332,-0.93334,-6.5998,-7.5332
op_011 (3 1 1).std.csv,-0.90806,-7.5079,-0.90806,-6.5998,-7.5079
op_012 (3 1 1).std.csv,-0.81156,-7.4114,-0.81156,-6.5998,-7.4114
op_013 (3 1 1).std.csv,-0.91171,-7.5115,-0.91171,-6.5998,-7.5115
op_014 (3 1 1).std.csv,-0.85165,-7.4515,-0.85165,-6.5998,-7.4515
op_015 (3 1 1).std.csv,-0.90729,-7.5071,-0.90729,-6.5998,-7.5071
op_016 (3 1 1).std.csv,-0.89732,-7.4971,-0.89732,-6.5998,-7.4971
op_017 (3 1 1).std.csv,-0.88045,-7.4803,-0.88046,-6.5998,-7.4803
op_018 (3 1 1).std.csv,-0.94273,-7.5425,-0.94274,-6.5998,-7.5425
op_019 (3 1 1).std.csv,-0.92326,-7.5231,-0.92328,-6.5998,-7.5231
op_020 (3 1 1).std.csv,-0.68152,-7.2813,-0.68152,-6.5998,-7.2813
op_021 (3 1 1).std.csv,-0.91921,-7.519,-0.91921,-6.5998,-7.519
op_022 (3 1 1).std.csv,-0.89578,-7.4956,-0.89578,-6.5998,-7.4956
op_023 (3 1 1).std.csv,-0.89635,-7.4962,-0.89635,-6.5998,-7.4962
op_024 (3 1 1).std.csv,-0.93248,-7.5323,-0.93249,-6.5998,-7.5323
op_025 (3 1 1).std.csv,-0.91892,-7.5187,-0.91893,-6.5998,-7.5187
op_026 (3 1 1).std.csv,-0.86928,-7.4691,-0.86928,-6.5998,-7.4691
op_027 (3 1 1).std.csv,-0.92928,-7.5291,-0.92928,-6.5998,-7.5291
op_028 (3 1 1).std.csv,-1.021,-7.6209,-1.0211,-6.5998,-7.6209
op_029 (3 1 1).std.csv,-0.9412,-7.541,-0.94121,-6.5998,-7.541
op_030 (3 1 1).std.csv,-0.91549,-7.5153,-0.91549,-6.5998,-7.5153
op_031 (3 1 1).std.csv,-0.88853,-7.4883,-0.88853,-6.5998,-7.4883
