File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_000 (3 1 1).std.csv,-0.96892,-7.5687,-0.96892,-6.5998,-7.5687
op_001 (3 1 1).std.csv,-0.93113,-7.5309,-0.93113,-6.5998,-7.5309
op_004 (3 1 1).std.csv,-0.93855,-7.5384,-0.93855,-6.5998,-7.5384
op_007 (3 1 1).std.csv,-1.0361,-7.6359,-1.0361,-6.5998,-7.6359
op_008 (3 1 1).std.csv,-0.87868,-7.4785,-0.87868,-6.5998,-7.4785
op_010 (3 1 1).std.csv,-0.88591,-7.4857,-0.88592,-6.5998,-7.4857
op_011 (3 1 1).std.csv,-0.88232,-7.4821,-0.88233,-6.5998,-7.4821
op_012 (3 1 1).std.csv,-0.93359,-7.5334,-0.93359,-6.5998,-7.5334
op_013 (3 1 1).std.csv,-0.8182,-7.418,-0.8182,-6.5998,-7.418
op_014 (3 1 1).std.csv,-0.92779,-7.5276,-0.9278,-6.5998,-7.5276
op_015 (3 1 1).std.csv,-0.82701,-7.4268,-0.82701,-6.5998,-7.4268
op_016 (3 1 1).std.csv,-0.83981,-7.4396,-0.83981,-6.5998,-7.4396
op_017 (3 1 1).std.csv,-0.90941,-7.5092,-0.90942,-6.5998,-7.5092
op_018 (3 1 1).std.csv,-0.9227,-7.5225,-0.92271,-6.5998,-7.5225
op_019 (3 1 1).std.csv,-0.93955,-7.5394,-0.93956,-6.5998,-7.5394
op_020 (3 1 1).std.csv,-0.9434,-7.5432,-0.9434,-6.5998,-7.5432
op_021 (3 1 1).std.csv,-0.92441,-7.5242,-0.92441,-6.5998,-7.5242
op_022 (3 1 1).std.csv,-0.88736,-7.4872,-0.88736,-6.5998,-7.4872
op_023 (3 1 1).std.csv,-0.94986,-7.5497,-0.94986,-6.5998,-7.5497
op_024 (3 1 1).std.csv,-0.94151,-7.5413,-0.94152,-6.5998,-7.5413
op_025 (3 1 1).std.csv,-0.91428,-7.5141,-0.91428,-6.5998,-7.5141
op_026 (3 1 1).std.csv,-0.83043,-7.4302,-0.83043,-6.5998,-7.4302
op_027 (3 1 1).std.csv,-0.92717,-7.527,-0.92718,-6.5998,-7.527
op_028 (3 1 1).std.csv,-0.91575,-7.5156,-0.91576,-6.5998,-7.5156
op_029 (3 1 1).std.csv,-0.8205,-7.4203,-0.8205,-6.5998,-7.4203
op_030 (3 1 1).std.csv,-0.86628,-7.4661,-0.86628,-6.5998,-7.4661
op_031 (3 1 1).std.csv,-0.92949,-7.5293,-0.92949,-6.5998,-7.5293
op_032 (3 1 1).std.csv,-0.72369,-7.3235,-0.72391,-6.5996,-7.3235
op_033 (3 1 1).std.csv,-0.8519,-7.4517,-0.8519,-6.5998,-7.4517
op_035 (3 1 1).std.csv,-1.0412,-7.641,-1.0412,-6.5998,-7.641
op_036 (3 1 1).std.csv,-0.88835,-7.4882,-0.88835,-6.5998,-7.4882
op_037 (3 1 1).std.csv,-0.97074,-7.5706,-0.97074,-6.5998,-7.5706
op_038 (3 1 1).std.csv,-0.81423,-7.414,-0.81423,-6.5998,-7.414
op_039 (3 1 1).std.csv,-0.81203,-7.4118,-0.81203,-6.5998,-7.4118
op_040 (3 1 1).std.csv,-0.85214,-7.452,-0.85215,-6.5998,-7.452
op_041 (3 1 1).std.csv,-0.91751,-7.5173,-0.91751,-6.5998,-7.5173
op_042 (3 1 1).std.csv,-0.97456,-7.5744,-0.97456,-6.5998,-7.5744
op_043 (3 1 1).std.csv,-0.93916,-7.539,-0.93916,-6.5998,-7.539
op_044 (3 1 1).std.csv,-0.8807,-7.4805,-0.8807,-6.5998,-7.4805
op_045 (3 1 1).std.csv,-0.89198,-7.4918,-0.89198,-6.5998,-7.4918
op_046 (3 1 1).std.csv,-0.94323,-7.543,-0.94323,-6.5998,-7.543
op_048 (3 1 1).std.csv,-0.8276,-7.4274,-0.82761,-6.5998,-7.4274
op_049 (3 1 1).std.csv,-0.84968,-7.4495,-0.84968,-6.5998,-7.4495
op_050 (3 1 1).std.csv,-0.88277,-7.4826,-0.88278,-6.5998,-7.4826
op_051 (3 1 1).std.csv,-0.86486,-7.4647,-0.8676,-6.5971,-7.4647
op_052 (3 1 1).std.csv,-0.92952,-7.5293,-0.92952,-6.5998,-7.5293
op_053 (3 1 1).std.csv,-0.79494,-7.3948,-0.79495,-6.5998,-7.3948
op_055 (3 1 1).std.csv,-0.92443,-7.5242,-0.92443,-6.5998,-7.5242
op_056 (3 1 1).std.csv,-0.93933,-7.5391,-0.93933,-6.5998,-7.5391
op_058 (3 1 1).std.csv,-0.9152,-7.515,-0.9152,-6.5998,-7.515
op_060 (3 1 1).std.csv,-0.90079,-7.5006,-0.90079,-6.5998,-7.5006
op_061 (3 1 1).std.csv,-0.86652,-7.4663,-0.86652,-6.5998,-7.4663
op_062 (3 1 1).std.csv,-0.93682,-7.5366,-0.93682,-6.5998,-7.5366
op_063 (3 1 1).std.csv,-0.92719,-7.527,-0.92719,-6.5998,-7.527
op_064 (3 1 1).std.csv,-0.94335,-7.5432,-0.94335,-6.5998,-7.5432
op_065 (3 1 1).std.csv,-0.93849,-7.5383,-0.93849,-6.5998,-7.5383
op_066 (3 1 1).std.csv,-0.94737,-7.5472,-0.94737,-6.5998,-7.5472
op_067 (3 1 1).std.csv,-0.92614,-7.526,-0.92615,-6.5998,-7.526
op_068 (3 1 1).std.csv,-0.82676,-7.4266,-0.82676,-6.5998,-7.4266
op_069 (3 1 1).std.csv,-0.8536,-7.4534,-0.85403,-6.5994,-7.4534
op_070 (3 1 1).std.csv,-1.0287,-7.6285,-1.0287,-6.5998,-7.6285
op_071 (3 1 1).std.csv,-0.94544,-7.5453,-0.94544,-6.5998,-7.5453
op_073 (3 1 1).std.csv,-0.77544,-7.3753,-0.77545,-6.5998,-7.3753
op_074 (3 1 1).std.csv,-0.96318,-7.563,-0.96319,-6.5998,-7.563
op_075 (3 1 1).std.csv,-0.96263,-7.5624,-0.97123,-6.5912,-7.5624
op_076 (3 1 1).std.csv,-0.81501,-7.4148,-0.81501,-6.5998,-7.4148
op_077 (3 1 1).std.csv,-0.96586,-7.5657,-0.96586,-6.5998,-7.5657
op_078 (3 1 1).std.csv,-1.0549,-7.6547,-1.0549,-6.5998,-7.6547
op_079 (3 1 1).std.csv,-0.93799,-7.5378,-0.93799,-6.5998,-7.5378
op_080 (3 1 1).std.csv,-0.83245,-7.4323,-0.83245,-6.5998,-7.4323
op_081 (3 1 1).std.csv,-0.93827,-7.5381,-0.93827,-6.5998,-7.5381
op_082 (3 1 1).std.csv,-0.82417,-7.424,-0.82417,-6.5998,-7.424
op_083 (3 1 1).std.csv,-0.97943,-7.5792,-0.97943,-6.5998,-7.5792
op_084 (3 1 1).std.csv,-0.79159,-7.3914,-0.79159,-6.5998,-7.3914
op_085 (3 1 1).std.csv,-0.92858,-7.5284,-0.92858,-6.5998,-7.5284
op_086 (3 1 1).std.csv,-1.0166,-7.6164,-1.0166,-6.5998,-7.6164
op_087 (3 1 1).std.csv,-0.89421,-7.494,-0.89463,-6.5994,-7.494
op_088 (3 1 1).std.csv,-0.90558,-7.5054,-0.90558,-6.5998,-7.5054
op_089 (3 1 1).std.csv,-0.88927,-7.4891,-0.88927,-6.5998,-7.4891
op_090 (3 1 1).std.csv,-0.90404,-7.5039,-0.90405,-6.5998,-7.5039
op_091 (3 1 1).std.csv,-0.90398,-7.5038,-0.90398,-6.5998,-7.5038
op_092 (3 1 1).std.csv,-0.97031,-7.5701,-0.97032,-6.5998,-7.5701
op_093 (3 1 1).std.csv,-0.84825,-7.4481,-0.84825,-6.5998,-7.4481
op_095 (3 1 1).std.csv,-0.97755,-7.5774,-0.97755,-6.5998,-7.5774
op_096 (3 1 1).std.csv,-0.93278,-7.5326,-0.93278,-6.5998,-7.5326
op_097 (3 1 1).std.csv,-0.7982,-7.398,-0.7982,-6.5998,-7.398
op_098 (3 1 1).std.csv,-0.88121,-7.481,-0.88122,-6.5998,-7.481
op_099 (3 1 1).std.csv,-0.95004,-7.5499,-0.95005,-6.5998,-7.5499
op_101 (3 1 1).std.csv,-0.80929,-7.4091,-0.8093,-6.5998,-7.4091
op_102 (3 1 1).std.csv,-0.89768,-7.4975,-0.89823,-6.5993,-7.4975
op_103 (3 1 1).std.csv,-0.89515,-7.495,-0.89515,-6.5998,-7.495
op_104 (3 1 1).std.csv,-0.9354,-7.5352,-0.9354,-6.5998,-7.5352
op_105 (3 1 1).std.csv,-0.94366,-7.5435,-0.94366,-6.5998,-7.5435
op_106 (3 1 1).std.csv,-0.90153,-7.5013,-0.90154,-6.5998,-7.5013
op_107 (3 1 1).std.csv,-0.95895,-7.5588,-0.95896,-6.5998,-7.5588
op_108 (3 1 1).std.csv,-0.93709,-7.5369,-0.93709,-6.5998,-7.5369
op_109 (3 1 1).std.csv,-0.82481,-7.4246,-0.82481,-6.5998,-7.4246
op_110 (3 1 1).std.csv,-0.93782,-7.5376,-0.93783,-6.5998,-7.5376
op_112 (3 1 1).std.csv,-0.90305,-7.5029,-0.90306,-6.5998,-7.5029
op_114 (3 1 1).std.csv,-0.94441,-7.5442,-0.94442,-6.5998,-7.5442
op_115 (3 1 1).std.csv,-0.91533,-7.5152,-0.91533,-6.5998,-7.5152
op_116 (3 1 1).std.csv,-0.89647,-7.4963,-0.89647,-6.5998,-7.4963
op_117 (3 1 1).std.csv,-0.89387,-7.4937,-0.89387,-6.5998,-7.4937
op_118 (3 1 1).std.csv,-0.81284,-7.4127,-0.81285,-6.5998,-7.4127
op_120 (3 1 1).std.csv,-0.92197,-7.5218,-0.92197,-6.5998,-7.5218
op_124 (3 1 1).std.csv,-0.92532,-7.5251,-0.92532,-6.5998,-7.5251
op_125 (3 1 1).std.csv,-1.0538,-7.6536,-1.0538,-6.5998,-7.6536
op_126 (3 1 1).std.csv,-0.90809,-7.5079,-0.90809,-6.5998,-7.5079
op_127 (3 1 1).std.csv,-0.88724,-7.4871,-0.88724,-6.5998,-7.4871
