Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.37553417853223,-7.97535179041613,-1.37557663679779,-6.59977515361833,-7.97535179041613
-0.805326025884173,-7.40514363776807,-0.805328377829988,-6.59981525993808,-7.40514363776807
-0.297938863755343,-6.89775647563924,-0.297941300879624,-6.59981517475961,-6.89775647563924
