iter	RMSE
646	19.75163149
647	19.67619981
648	19.61091877
649	19.54545311
650	19.51250093
651	19.44424899
652	19.40615445
653	19.35388829
654	19.2835909
655	19.22366978
656	19.19670471
657	19.15648848
658	19.1143764
659	19.10576129
660	19.06722334
661	19.00936576
662	18.9737699
663	18.92087909
664	18.8827377
665	18.84728508
666	18.80183461
667	18.74468255
668	18.698785
669	18.63886974
670	18.58341518
671	18.55099112
672	18.5024878
673	18.45625902
674	18.42285091
675	18.3721495
676	18.31057147
677	18.24981742
678	18.19931757
679	18.15781956
680	18.12394281
681	18.12229483
682	18.08755349
683	18.0703187
684	18.06597129
685	18.06376322
686	18.01059761
687	17.96441736
688	17.9195835
689	17.87062371
690	17.82700755
691	17.79384184
692	17.76232257
693	17.71226365
694	17.66030809
695	17.63429946
696	17.58388439
697	17.54749426
698	17.50236697
699	17.47942888
700	17.43235984
701	17.38601025
702	17.33164887
703	17.30695702
704	17.27894926
705	17.26021482
706	17.21034755
707	17.15612038
708	17.15183464
709	17.14810357
710	17.11668987
711	17.07714165
712	17.03539487
713	16.96443641
714	16.92400439
715	16.90139565
716	16.84609275
717	16.80965167
718	16.76930785
719	16.72829801
720	16.68320324
721	16.65984439
722	16.63410636
723	16.58976183
724	16.58451411
725	16.52911594
726	16.52737308
727	16.49116763
728	16.4540136
729	16.4524518
730	16.42329864
731	16.3918029
732	16.34696514
733	16.309227
734	16.29032528
735	16.24637585
736	16.20036582
737	16.19380258
738	16.14019444
739	16.11106673
740	16.07617926
741	16.03485332
742	15.98507312
743	15.98288044
744	15.949699
745	15.90395012
746	15.87319618
747	15.82011891
748	15.77422791
749	15.72128187
750	15.68364955
751	15.65588222
752	15.65425685
753	15.59441474
754	15.56166391
755	15.52945042
756	15.49698982
757	15.46729453
758	15.46505914
759	15.42887319
760	15.40111603
761	15.36537527
762	15.33675993
763	15.31676433
764	15.28470197
765	15.26406484
766	15.23824132
767	15.2090524
768	15.17682131
769	15.1334832
770	15.10877219
771	15.06861045
772	15.03196325
773	15.0278335
774	14.98729481
775	14.96150646
776	14.93534211
777	14.89019592
778	14.84832029
779	14.82267018
780	14.79538484
781	14.74648566
782	14.71718084
783	14.67555348
784	14.65898851
785	14.61821149
786	14.56480237
787	14.56255208
788	14.56095582
789	14.51224829
790	14.51066113
791	14.46019326
792	14.41877388
793	14.39129454
794	14.37985171
795	14.35545438
796	14.32386332
797	14.27188207
798	14.27054486
799	14.26942391
800	14.24614323
801	14.22887433
802	14.18705708
803	14.17323935
804	14.15141356
805	14.12765307
806	14.10451371
807	14.0595825
808	14.02352843
809	13.99620898
810	13.95940807
811	13.93963375
812	13.90626925
813	13.86820846
814	13.84149743
815	13.82124599
816	13.79042347
817	13.78922676
818	13.73938899
819	13.69250098
820	13.66309258
821	13.62968477
822	13.59344014
823	13.59062212
824	13.57370032
825	13.53355508
826	13.51018809
827	13.4809699
828	13.45280057
829	13.42974569
830	13.38709383
831	13.36413964
832	13.35047496
833	13.32619431
834	13.30470125
835	13.28230997
836	13.24738152
837	13.22227857
838	13.20122453
839	13.19794784
840	13.18745294
841	13.15146053
842	13.14702775
843	13.12207167
844	13.10305956
845	13.09606939
846	13.05638232
847	13.05077734
848	13.01476044
849	13.00682617
850	12.96181887
851	12.92117619
852	12.89708535
853	12.87502101
854	12.837598
855	12.81767921
856	12.78833223
857	12.76062488
858	12.72357064
859	12.69707147
860	12.64951959
861	12.62935522
862	12.62328485
863	12.5759312
864	12.55763733
865	12.51663899
866	12.48871994
867	12.45017722
868	12.43137641
869	12.41444088
870	12.40085742
871	12.39083054
872	12.35697989
873	12.32797475
874	12.30463272
875	12.26898849
876	12.2362876
877	12.20494506
878	12.18932707
879	12.15395331
880	12.11931543
881	12.09791482
882	12.06798739
883	12.06130208
884	12.02330783
885	12.01089527
886	11.98310546
887	11.96490894
888	11.9337153
889	11.91681253
890	11.87737901
891	11.86152996
892	11.85277867
893	11.82737464
894	11.80654773
895	11.78624405
896	11.77159034
897	11.74642417
898	11.72703388
899	11.70185556
900	11.68486257
901	11.64451564
902	11.63608832
903	11.60594904
904	11.59507016
905	11.54420932
906	11.51650876
907	11.50708046
908	11.47531895
909	11.42504219
910	11.40781355
911	11.38362366
912	11.36019412
913	11.35425248
914	11.33782125
915	11.32062265
916	11.29270745
917	11.27339545
918	11.25467638
919	11.2337194
920	11.21865271
921	11.1906164
922	11.16307245
923	11.14032082
924	11.12049734
925	11.08028335
926	11.05459654
927	11.04651105
928	11.02996858
929	11.00037182
930	10.96385745
931	10.94748544
932	10.92337264
933	10.89110466
934	10.88675335
935	10.87116275
936	10.86239328
937	10.83307209
938	10.80517873
939	10.79852859
940	10.77204643
941	10.76814125
942	10.74763943
943	10.71779225
944	10.69570517
945	10.68124691
946	10.67620017
947	10.66110801
948	10.63728537
949	10.60834961
950	10.58121536
951	10.56693527
952	10.56260648
953	10.54333364
954	10.51651951
955	10.47839906
956	10.45245352
957	10.41804341
958	10.39739268
959	10.37304074
960	10.349996
961	10.33211855
962	10.31876354
963	10.29692249
964	10.28099969
965	10.25489085
966	10.22739727
967	10.20926619
968	10.19344068
969	10.16601812
970	10.15234466
971	10.13036335
972	10.11607016
973	10.09201771
974	10.08752809
975	10.07087863
976	10.05521307
977	10.04893222
978	10.02053451
979	10.00072217
980	9.973259303
981	9.953654634
982	9.937457296
983	9.924320962
984	9.922330784
985	9.902677735
986	9.87954192
987	9.861201601
988	9.83649544
989	9.82396188
990	9.801402598
991	9.797992437
992	9.77713233
993	9.758702155
994	9.734309229
995	9.714351728
996	9.690027846
997	9.673650526
998	9.65510131
999	9.635733546
