X_s,Y_s,X_p,Y_p,X_d,Y_d,X_f,Y_f,X_sum,Y_sum
-22.2065126411771,0,-22.2065126411771,0,-22.2065126411771,0,-22.2065126411771,0,-22.2065126411771,0
-22.1955357502205,0,-22.1955357502205,0,-22.1955357502205,0,-22.1955357502205,0,-22.1955357502205,0
-21.1198004364705,0.00012426020892512,-20.8892857263812,0.000116837450120946,-20.8892857263812,0.000118815905145577,22.8755785177153,0,-21.1198004364705,0.00012590643309519
-21.1088235455138,0.000159316510335167,-20.8783088354245,0.000141995279539866,-20.8783088354245,0.00014392395292541,,,-21.1088235455138,0.000161427167417379
-21.0978466545572,0.000203648522666556,-20.8673319444679,0.000172085900249565,-20.8673319444679,0.000173839441846774,,,-21.0978466545572,0.000206346499139578
-21.0868697636006,0.000259533555265387,-20.8563550535113,0.000209839051556016,-20.8563550535113,0.000210169123573541,,,-21.0868697636006,0.000262971907858852
-21.0758928726439,0.000329759671211186,-20.8453781625546,0.000253028854115873,-20.8453781625546,0.000252472404203354,,,-21.0758928726439,0.000334128393473591
-21.0649159816873,0.000417727762795909,-20.834401271598,0.000304266543695175,-20.834401271598,0.000302432297680905,,,-21.0649159816873,0.000423261903978936
-21.0539390907307,0.000527570996531488,-20.8234243806414,0.000364872994178753,-20.8234243806414,0.000361255108906637,,,-21.0539390907307,0.000534560362905736
-21.042962199774,0.000724903961771131,-20.8124474896847,0.000436350666998979,-20.8124474896847,0.000430302440216213,,,-21.042962199774,0.000735221750295106
-21.0319853088174,0.000972265605193063,-20.8014705987281,0.0005236908368759,-20.8014705987281,0.000512588641408729,,,-21.0319853088174,0.000986809455285642
-21.0210084178608,0.00122080347044531,-20.7904937077715,0.000623166090492048,-20.7904937077715,0.000607278588264151,,,-21.0210084178608,0.0012391056576251
-21.0100315269041,0.00152835958056766,-20.7795168168148,0.000741190983121844,-20.7795168168148,0.000718062545318102,,,-21.0100315269041,0.00155132418372869
-20.9990546359475,0.0019077643461684,-20.7685399258582,0.000877418843084608,-20.7685399258582,0.000846051396125161,,,-20.9990546359475,0.00193649514623891
-20.9880777449909,0.00237434460956763,-20.7575630349016,0.00103593069691807,-20.7575630349016,0.000994101620042826,,,-20.9880777449909,0.00241018475711381
-20.9771008540342,0.00294634136669642,-20.7465861439449,0.00121985030192445,-20.7465861439449,0.00116484529596083,,,-20.9771008540342,0.00299091988407675
-20.9661239630776,0.00364538256564708,-20.7356092529883,0.00143264904639927,-20.7356092529883,0.00136117255482022,,,-20.9661239630776,0.00370066863068796
-20.955147072121,0.00449701517260815,-20.7246323620317,0.00167817042432059,-20.7246323620317,0.00158624322460649,,,-20.955147072121,0.00456538121369715
-20.9441701811643,0.00553130036392191,-20.713655471075,0.001963928313307,-20.713655471075,0.00184479864627813,,,-20.9441701811643,0.00561559507644066
-20.9331932902077,0.00678347519226004,-20.7026785801184,0.00228895734830378,-20.7026785801184,0.00213832995769794,,,-20.9331932902077,0.00688710766065079
-20.9222163992511,0.00829468335798049,-20.6917016891618,0.00266307354163605,-20.6917016891618,0.00247262220876954,,,-20.9222163992511,0.00842171953320743
