File_name,Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
op_00 (3 1 1).std.csv,-0.86243,-7.4622,-0.86243,-6.5998,-7.4622
op_01 (3 1 1).std.csv,-0.93426,-7.5341,-0.93426,-6.5998,-7.5341
op_02 (3 1 1).std.csv,-0.90308,-7.5029,-0.90308,-6.5998,-7.5029
op_03 (3 1 1).std.csv,-0.94578,-7.5456,-0.94579,-6.5998,-7.5456
op_04 (3 1 1).std.csv,-0.89005,-7.4899,-0.89005,-6.5998,-7.4899
op_06 (3 1 1).std.csv,-0.92987,-7.5297,-0.92987,-6.5998,-7.5297
op_07 (3 1 1).std.csv,-0.94768,-7.5475,-0.94768,-6.5998,-7.5475
op_08 (3 1 1).std.csv,-0.86545,-7.4653,-0.86545,-6.5998,-7.4653
op_09 (3 1 1).std.csv,-0.93403,-7.5338,-0.93403,-6.5998,-7.5338
op_10 (3 1 1).std.csv,-0.93283,-7.5326,-0.93283,-6.5998,-7.5326
op_11 (3 1 1).std.csv,-0.76495,-7.3648,-0.76495,-6.5998,-7.3648
op_12 (3 1 1).std.csv,-0.91406,-7.5139,-0.91406,-6.5998,-7.5139
op_13 (3 1 1).std.csv,-0.83759,-7.4374,-0.83759,-6.5998,-7.4374
op_14 (3 1 1).std.csv,-0.83824,-7.4381,-0.83824,-6.5998,-7.4381
op_15 (3 1 1).std.csv,-0.83883,-7.4386,-0.83883,-6.5998,-7.4386
op_17 (3 1 1).std.csv,-0.92859,-7.5284,-0.92859,-6.5998,-7.5284
op_18 (3 1 1).std.csv,-1.0398,-7.6397,-1.0398,-6.5998,-7.6397
op_19 (3 1 1).std.csv,-0.83286,-7.4327,-0.83286,-6.5998,-7.4327
op_20 (3 1 1).std.csv,-1.0072,-7.607,-1.0078,-6.5992,-7.607
op_21 (3 1 1).std.csv,-0.82503,-7.4248,-0.82504,-6.5998,-7.4248
op_22 (3 1 1).std.csv,-0.91331,-7.5131,-0.91331,-6.5998,-7.5131
op_23 (3 1 1).std.csv,-0.94726,-7.5471,-0.94726,-6.5998,-7.5471
op_24 (3 1 1).std.csv,-0.85668,-7.4565,-0.85669,-6.5998,-7.4565
op_25 (3 1 1).std.csv,-0.80136,-7.4012,-0.80136,-6.5998,-7.4012
op_26 (3 1 1).std.csv,-0.9073,-7.5071,-0.9073,-6.5998,-7.5071
op_27 (3 1 1).std.csv,-0.95376,-7.5536,-0.95376,-6.5998,-7.5536
op_28 (3 1 1).std.csv,-0.94829,-7.5481,-0.9483,-6.5998,-7.5481
op_29 (3 1 1).std.csv,-0.78131,-7.3811,-0.78131,-6.5998,-7.3811
op_30 (3 1 1).std.csv,-0.93963,-7.5394,-0.93963,-6.5998,-7.5394
op_31 (3 1 1).std.csv,-0.89149,-7.4913,-0.89149,-6.5998,-7.4913
op_32 (3 1 1).std.csv,-0.87725,-7.4771,-0.87725,-6.5998,-7.4771
op_33 (3 1 1).std.csv,-0.92859,-7.5284,-0.92859,-6.5998,-7.5284
op_34 (3 1 1).std.csv,-0.94087,-7.5407,-0.94087,-6.5998,-7.5407
op_36 (3 1 1).std.csv,-0.95635,-7.5562,-0.95635,-6.5998,-7.5562
op_37 (3 1 1).std.csv,-0.90739,-7.5072,-0.90739,-6.5998,-7.5072
op_38 (3 1 1).std.csv,-0.93033,-7.5302,-0.93033,-6.5998,-7.5302
op_39 (3 1 1).std.csv,-0.94248,-7.5423,-0.9425,-6.5998,-7.5423
op_40 (3 1 1).std.csv,-0.88329,-7.4831,-0.88329,-6.5998,-7.4831
op_41 (3 1 1).std.csv,-0.97117,-7.571,-0.97117,-6.5998,-7.571
op_42 (3 1 1).std.csv,-0.93996,-7.5398,-0.93996,-6.5998,-7.5398
op_43 (3 1 1).std.csv,-0.95099,-7.5508,-0.951,-6.5998,-7.5508
op_44 (3 1 1).std.csv,-0.94486,-7.5447,-0.94486,-6.5998,-7.5447
op_45 (3 1 1).std.csv,-0.97847,-7.5783,-0.97847,-6.5998,-7.5783
op_46 (3 1 1).std.csv,-0.95143,-7.5513,-0.95143,-6.5998,-7.5513
op_47 (3 1 1).std.csv,-1.0466,-7.6464,-1.0466,-6.5998,-7.6464
op_48 (3 1 1).std.csv,-0.77514,-7.375,-0.77515,-6.5998,-7.375
op_49 (3 1 1).std.csv,-0.9345,-7.5343,-0.9345,-6.5998,-7.5343
op_50 (3 1 1).std.csv,-0.86914,-7.469,-0.86914,-6.5998,-7.469
op_51 (3 1 1).std.csv,-0.94127,-7.5411,-0.94127,-6.5998,-7.5411
op_52 (3 1 1).std.csv,-0.75981,-7.3596,-0.75982,-6.5998,-7.3596
op_54 (3 1 1).std.csv,-0.88001,-7.4798,-0.88001,-6.5998,-7.4798
op_55 (3 1 1).std.csv,-0.84386,-7.4437,-0.84386,-6.5998,-7.4437
