Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.37813246537745,-7.97795007726134,-1.37813327667811,-6.59981680058323,-7.97795007726134
-0.907389550330328,-7.50720716221422,-0.907392229761881,-6.59981493245234,-7.50720716221422
-0.450984300304329,-7.05080191218822,-0.450987250748456,-6.59981466143977,-7.05080191218822
