Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.38484806508291,-7.98466567696681,-1.38485582318683,-6.59980985377998,-7.98466567696681
-0.836794443105031,-7.43661205498893,-0.836794518938846,-6.59981753605008,-7.43661205498893
-0.290207362886509,-6.8900249747704,-0.290211435886748,-6.59981353888366,-6.8900249747704
