Total_energy,Adsorption_energy,Rigid_adsorption_energy,Deformation_energy,dEad/dNi
-1.76823898605418,-28.8889010402762,-2.06913431892297,-26.8197667213533,-28.8889010402762
-1.22360098029337,-28.3442630345154,-1.52473549419392,-26.8195275403215,-28.3442630345154
-0.761350463534228,-27.8820125177563,-1.0631741088301,-26.8188384089262,-27.8820125177563
0.747217598223695,-26.3734444559983,-1.23038794898195,-25.1430565070164,-26.3734444559983
1.60690569518391,-25.5137563590381,-0.371400897740424,-25.1423554612977,-25.5137563590381
